ID,Date,City,AQI,PM2.5,PM10,NO2,SO2,CO,O3,Air_Quality
1565,14-04-2024,Delhi,270,214,276,97,51,0.77,37,Poor
1566,15-04-2024,Delhi,132,74,99,49,66,0.26,70,Moderate
1567,16-04-2024,Patna,243,185,239,81,3,2.07,84,Poor
1568,17-04-2024,Chennai,262,258,62,102,56,1.27,49,Poor
1569,18-04-2024,Bhopal,172,105,147,40,16,3.92,73,Moderate
1570,19-04-2024,Hyderabad,248,111,262,95,15,3.21,138,Poor
1571,20-04-2024,Kanpur,227,102,116,114,77,2.9,48,Poor
1572,21-04-2024,Lucknow,125,71,87,56,6,1.38,59,Moderate
1573,22-04-2024,Bhopal,204,228,29,83,27,0.59,23,Poor
1574,23-04-2024,Kolkata,246,218,288,44,31,1.15,119,Poor
1575,24-04-2024,Jaipur,157,41,281,59,8,1.51,78,Moderate
1576,25-04-2024,Lucknow,226,153,199,96,55,1.26,22,Poor
1577,26-04-2024,Patna,77,30,20,11,43,1.11,130,Satisfactory
1578,27-04-2024,Jaipur,174,61,240,28,34,4.28,103,Moderate
1579,28-04-2024,Jaipur,152,165,77,17,3,3.14,43,Moderate
1580,29-04-2024,Chennai,343,194,399,108,48,3.39,160,Very Poor
1581,30-04-2024,Mumbai,242,200,141,88,37,1.1,108,Poor
1582,01-05-2024,Kanpur,180,64,86,85,79,0.72,160,Moderate
1583,02-05-2024,Hyderabad,218,108,380,62,14,0.52,149,Poor
1584,03-05-2024,Chennai,280,185,174,97,62,4.46,61,Poor
1585,04-05-2024,Chennai,111,88,42,21,26,2,74,Moderate
1586,05-05-2024,Kolkata,236,187,207,62,17,4.12,27,Poor
1587,06-05-2024,Lucknow,251,224,288,69,4,0.92,80,Poor
1588,07-05-2024,Bhopal,199,158,43,77,9,3.62,58,Moderate
1589,08-05-2024,Kolkata,338,263,370,73,67,4.38,52,Very Poor
1590,09-05-2024,Kanpur,289,270,216,76,51,1.92,79,Poor
1591,10-05-2024,Chennai,112,104,21,25,75,1.14,12,Moderate
1592,11-05-2024,Patna,299,243,277,95,69,1.31,66,Poor
1593,12-05-2024,Kanpur,197,147,302,20,23,1.16,146,Moderate
1594,13-05-2024,Lucknow,221,159,40,86,20,4.25,81,Poor
1595,14-05-2024,Chennai,219,148,46,87,33,4.46,63,Poor
1596,15-05-2024,Jaipur,172,69,20,88,46,2.92,104,Moderate
1597,16-05-2024,Bhopal,240,52,381,118,72,1.34,44,Poor
1598,17-05-2024,Patna,178,160,186,12,3,3.74,66,Moderate
1599,18-05-2024,Mumbai,168,100,151,7,70,3.03,159,Moderate
1600,19-05-2024,Kanpur,276,205,354,37,79,2.57,123,Poor
1601,20-05-2024,Lucknow,218,176,157,31,76,2.91,111,Poor
1602,21-05-2024,Mumbai,286,238,138,98,57,1.79,132,Poor
1603,22-05-2024,Kanpur,259,263,112,63,25,3.71,55,Poor
1604,23-05-2024,Lucknow,256,261,393,28,38,0.29,51,Poor
1605,24-05-2024,Bhopal,263,211,371,82,26,0.5,28,Poor
1606,25-05-2024,Lucknow,238,135,252,87,53,0.63,144,Poor
1607,26-05-2024,Delhi,128,16,328,17,50,1.85,38,Moderate
1608,27-05-2024,Hyderabad,113,32,87,36,12,1.35,170,Moderate
1609,28-05-2024,Mumbai,146,16,24,106,15,2.53,96,Moderate
1610,29-05-2024,Patna,200,113,91,66,74,4.04,51,Moderate
1611,30-05-2024,Chennai,191,179,265,24,33,0.44,78,Moderate
1612,31-05-2024,Mumbai,156,73,30,110,7,0.64,85,Moderate
1613,01-06-2024,Kanpur,245,271,232,23,2,4.12,16,Poor
1614,02-06-2024,Bhopal,233,228,217,23,47,3.02,67,Poor
1615,03-06-2024,Jaipur,141,67,271,26,16,1.17,82,Moderate
1616,04-06-2024,Delhi,157,49,335,47,17,1.75,31,Moderate
1617,05-06-2024,Bhopal,161,87,111,59,69,1.64,56,Moderate
1618,06-06-2024,Jaipur,246,86,361,92,40,2.89,83,Poor
1619,07-06-2024,Delhi,180,63,158,68,49,4.21,29,Moderate
1620,08-06-2024,Kolkata,178,86,355,23,42,0.84,124,Moderate
1621,09-06-2024,Lucknow,176,44,77,78,56,4.33,81,Moderate
1622,10-06-2024,Jaipur,144,56,185,21,25,3.5,100,Moderate
1623,11-06-2024,Jaipur,310,263,237,66,54,2.79,172,Very Poor
1624,12-06-2024,Chennai,202,80,354,36,51,2,137,Poor
1625,13-06-2024,Mumbai,334,283,272,73,70,3.73,108,Very Poor
1626,14-06-2024,Jaipur,287,225,289,78,30,3.22,70,Poor
1627,15-06-2024,Lucknow,165,11,124,113,4,1.76,131,Moderate
1628,16-06-2024,Patna,144,66,50,49,48,3.85,45,Moderate
1629,17-06-2024,Kanpur,318,245,93,111,72,4.38,117,Very Poor
1630,18-06-2024,Bhopal,116,117,134,12,19,0.7,46,Moderate
1631,19-06-2024,Hyderabad,160,23,376,59,49,0.43,37,Moderate
1632,20-06-2024,Lucknow,232,47,264,112,78,3.94,17,Poor
1633,21-06-2024,Bhopal,175,197,92,15,33,0.53,155,Moderate
1634,22-06-2024,Kolkata,174,86,113,65,19,3.42,86,Moderate
1635,23-06-2024,Patna,281,220,389,48,58,3.56,13,Poor
1636,24-06-2024,Chennai,103,66,99,12,6,2.8,54,Moderate
1637,25-06-2024,Chennai,168,92,25,55,56,3.12,126,Moderate
1638,26-06-2024,Lucknow,257,142,312,69,41,3.25,118,Poor
1639,27-06-2024,Kanpur,212,149,67,71,50,4.41,42,Poor
1640,28-06-2024,Hyderabad,242,215,336,12,30,1.89,153,Poor
1641,29-06-2024,Bhopal,219,49,374,64,63,1.55,174,Poor
1642,30-06-2024,Patna,187,204,104,11,49,2.98,59,Moderate
1643,01-07-2024,Delhi,119,65,73,14,48,2.79,95,Moderate
1644,02-07-2024,Hyderabad,159,132,164,25,71,0.66,64,Moderate
1645,03-07-2024,Kanpur,102,15,178,29,72,1.07,18,Moderate
1646,04-07-2024,Delhi,200,147,63,77,74,0.39,133,Moderate
1647,05-07-2024,Patna,100,34,181,16,41,0.24,101,Satisfactory
1648,06-07-2024,Lucknow,252,213,276,29,42,3.43,101,Poor
1649,07-07-2024,Delhi,148,59,189,57,66,0.63,48,Moderate
1650,08-07-2024,Kolkata,245,205,264,80,6,1.45,48,Poor
1651,09-07-2024,Lucknow,190,50,340,16,31,4,177,Moderate
1652,10-07-2024,Kolkata,231,92,276,71,79,3,97,Poor
1653,11-07-2024,Delhi,177,77,193,42,48,2.88,120,Moderate
1654,12-07-2024,Hyderabad,219,208,142,31,80,2.81,49,Poor
1655,13-07-2024,Chennai,259,264,69,108,3,0.81,89,Poor
1656,14-07-2024,Lucknow,146,54,275,17,60,1.55,85,Moderate
1657,15-07-2024,Lucknow,154,44,163,78,48,1.72,28,Moderate
1658,16-07-2024,Lucknow,274,245,152,65,34,3.48,123,Poor
1659,17-07-2024,Bhopal,188,73,311,67,7,1.76,83,Moderate
1660,18-07-2024,Hyderabad,305,219,337,92,18,2.1,141,Very Poor
1661,19-07-2024,Delhi,194,170,211,15,54,2.38,77,Moderate
1662,20-07-2024,Delhi,256,39,399,106,33,3.21,153,Poor
1663,21-07-2024,Mumbai,138,89,73,42,50,0.88,112,Moderate
1664,22-07-2024,Kolkata,267,124,218,116,61,3.08,99,Poor
1665,23-07-2024,Mumbai,288,249,348,73,61,0.67,56,Poor
1666,24-07-2024,Jaipur,228,213,241,30,53,1.61,91,Poor
1667,25-07-2024,Delhi,280,258,128,94,62,0.69,126,Poor
1668,26-07-2024,Hyderabad,270,289,99,65,20,2.95,91,Poor
1669,27-07-2024,Bhopal,201,26,327,104,50,0.47,102,Poor
1670,28-07-2024,Patna,232,252,129,11,29,3.93,118,Poor
1671,29-07-2024,Bhopal,187,139,345,27,12,0.81,80,Moderate
1672,30-07-2024,Kanpur,238,51,172,116,59,3.95,144,Poor
1673,31-07-2024,Jaipur,214,142,114,111,8,0.6,119,Poor
1674,01-08-2024,Kolkata,208,162,104,30,46,4.25,133,Poor
1675,02-08-2024,Jaipur,374,284,372,105,22,4.35,121,Very Poor
1676,03-08-2024,Hyderabad,240,209,25,76,78,1.05,180,Poor
1677,04-08-2024,Lucknow,191,84,185,90,42,0.26,127,Moderate
1678,05-08-2024,Kolkata,215,265,182,19,54,1.33,10,Poor
1679,06-08-2024,Kanpur,197,74,344,62,76,0.62,65,Moderate
1680,07-08-2024,Jaipur,294,225,376,74,23,2.78,65,Poor
1681,08-08-2024,Jaipur,241,117,117,91,75,4.31,104,Poor
1682,09-08-2024,Kolkata,183,18,174,119,41,2.36,41,Moderate
1683,10-08-2024,Bhopal,274,243,231,57,47,1.71,148,Poor
1684,11-08-2024,Lucknow,241,277,191,19,24,2.17,105,Poor
1685,12-08-2024,Bhopal,289,293,324,25,71,2.07,82,Poor
1686,13-08-2024,Mumbai,276,155,379,84,14,4.48,36,Poor
1687,14-08-2024,Chennai,183,18,335,57,15,2.33,169,Moderate
1688,15-08-2024,Patna,198,61,344,61,66,2.7,18,Moderate
1689,16-08-2024,Kanpur,216,225,128,33,60,2.57,39,Poor
1690,17-08-2024,Bhopal,253,250,83,49,61,1.98,175,Poor
1691,18-08-2024,Patna,181,13,211,105,30,2.38,78,Moderate
1692,19-08-2024,Delhi,237,167,232,91,32,0.22,116,Poor
1693,20-08-2024,Hyderabad,115,17,33,24,49,3.82,142,Moderate
1694,21-08-2024,Chennai,226,172,191,26,75,4.47,71,Poor
1695,22-08-2024,Bhopal,279,210,118,83,52,3.76,157,Poor
1696,23-08-2024,Chennai,194,75,345,54,24,1.93,91,Moderate
1697,24-08-2024,Chennai,166,91,243,34,14,3.25,42,Moderate
1698,25-08-2024,Patna,253,70,343,78,52,3.83,170,Poor
1699,26-08-2024,Bhopal,221,293,101,46,28,0.6,16,Poor
1700,27-08-2024,Chennai,223,15,341,103,77,0.86,168,Poor
1701,28-08-2024,Kolkata,173,50,312,53,5,3.39,43,Moderate
1702,29-08-2024,Kanpur,200,193,115,35,30,1.48,147,Moderate
1703,30-08-2024,Delhi,228,203,153,89,8,1.38,46,Poor
1704,31-08-2024,Patna,136,62,76,63,78,0.73,46,Moderate
1705,01-09-2024,Kanpur,154,144,112,16,11,2.33,102,Moderate
1706,02-09-2024,Mumbai,220,210,71,67,4,1.98,134,Poor
1707,03-09-2024,Kolkata,268,117,371,58,50,4.03,172,Poor
1708,04-09-2024,Hyderabad,180,92,112,43,3,4.09,178,Moderate
1709,05-09-2024,Hyderabad,137,26,80,48,46,2.28,167,Moderate
1710,06-09-2024,Kanpur,231,289,22,25,68,3.39,41,Poor
1711,07-09-2024,Kanpur,131,25,294,7,68,2.4,49,Moderate
1712,08-09-2024,Kanpur,230,196,78,120,29,0.33,45,Poor
1713,09-09-2024,Kanpur,224,52,392,93,18,1.35,133,Poor
1714,10-09-2024,Kolkata,221,57,198,95,72,3,129,Poor
1715,11-09-2024,Patna,250,233,282,56,26,1.28,60,Poor
1716,12-09-2024,Kolkata,234,211,72,79,77,1.54,62,Poor
1717,13-09-2024,Hyderabad,288,231,248,59,78,3.41,91,Poor
1718,14-09-2024,Jaipur,189,65,330,54,56,1.06,100,Moderate
1719,15-09-2024,Hyderabad,151,42,250,26,6,4.32,74,Moderate
1720,16-09-2024,Mumbai,250,219,170,82,69,1.71,17,Poor
1721,17-09-2024,Kanpur,165,102,185,59,25,1.74,28,Moderate
1722,18-09-2024,Delhi,198,200,210,23,42,0.73,91,Moderate
1723,19-09-2024,Chennai,238,178,129,64,74,3.62,69,Poor
1724,20-09-2024,Mumbai,145,43,217,41,79,1.11,65,Moderate
1725,21-09-2024,Hyderabad,329,297,162,96,79,4.27,29,Very Poor
1726,22-09-2024,Kanpur,318,225,369,101,57,1.57,91,Very Poor
1727,23-09-2024,Bhopal,208,110,45,107,65,2.34,80,Poor
1728,24-09-2024,Bhopal,168,71,83,62,23,2.79,161,Moderate
1729,25-09-2024,Delhi,179,131,315,7,38,0.28,157,Moderate
1730,26-09-2024,Chennai,221,246,165,21,53,0.36,146,Poor
1731,27-09-2024,Bhopal,136,30,192,87,4,0.5,34,Moderate
1732,28-09-2024,Jaipur,213,164,160,45,46,1.92,152,Poor
1733,29-09-2024,Kolkata,262,262,333,11,52,1.48,126,Poor
1734,30-09-2024,Delhi,157,72,211,84,15,0.33,22,Moderate
1735,01-10-2024,Kanpur,127,81,73,46,57,1.17,32,Moderate
1736,02-10-2024,Mumbai,181,198,295,5,8,1.32,21,Moderate
1737,03-10-2024,Bhopal,123,34,175,14,35,1.62,166,Moderate
1738,04-10-2024,Lucknow,211,148,377,26,19,2.71,40,Poor
1739,05-10-2024,Kolkata,272,173,95,101,76,4.02,115,Poor
1740,06-10-2024,Kolkata,223,72,287,72,32,2.68,179,Poor
1741,07-10-2024,Patna,241,153,184,103,63,1.17,77,Poor
1742,08-10-2024,Mumbai,179,52,200,76,33,3.04,62,Moderate
1743,09-10-2024,Kolkata,112,48,273,12,29,0.26,65,Moderate
1744,10-10-2024,Chennai,233,207,116,67,15,1.66,161,Poor
1745,11-10-2024,Lucknow,334,273,180,102,41,3.25,177,Very Poor
1746,12-10-2024,Kolkata,237,268,74,21,30,4.14,108,Poor
1747,13-10-2024,Bhopal,286,272,123,104,53,1.01,81,Poor
1748,14-10-2024,Kolkata,218,94,371,44,75,2.99,47,Poor
1749,15-10-2024,Patna,128,64,76,35,4,4.04,57,Moderate
1750,16-10-2024,Mumbai,193,24,263,89,69,2.15,77,Moderate
1751,17-10-2024,Chennai,248,291,63,50,57,1.11,111,Poor
1752,18-10-2024,Mumbai,252,230,280,47,8,2.1,104,Poor
1753,19-10-2024,Bhopal,169,35,352,53,56,1.03,58,Moderate
1754,20-10-2024,Bhopal,224,100,324,40,69,2.81,142,Poor
1755,21-10-2024,Mumbai,181,65,368,11,33,4.32,66,Moderate
1756,22-10-2024,Mumbai,140,37,38,78,36,1.23,146,Moderate
1757,23-10-2024,Kanpur,237,151,135,117,53,1.89,35,Poor
1758,24-10-2024,Patna,215,147,273,31,23,3.58,98,Poor
1759,25-10-2024,Kolkata,209,157,395,5,14,1,169,Poor
1760,26-10-2024,Lucknow,213,166,372,35,23,1.55,27,Poor
1761,27-10-2024,Kolkata,215,105,190,120,60,0.81,13,Poor
1762,28-10-2024,Lucknow,215,229,191,7,24,4.39,29,Poor
1763,29-10-2024,Kanpur,184,14,324,50,62,2.71,135,Moderate
1764,30-10-2024,Kanpur,193,251,76,10,4,2.64,84,Moderate
1765,31-10-2024,Patna,263,278,277,26,20,3.53,35,Poor
1766,01-11-2024,Kolkata,267,181,251,67,46,4.46,75,Poor
1767,02-11-2024,Jaipur,217,139,206,63,3,3.76,87,Poor
1768,03-11-2024,Chennai,362,275,359,114,78,2.28,79,Very Poor
1769,04-11-2024,Jaipur,123,20,95,57,30,3.04,46,Moderate
1770,05-11-2024,Jaipur,248,264,35,36,75,3.39,120,Poor
1771,06-11-2024,Chennai,154,115,65,29,50,2.95,80,Moderate
1772,07-11-2024,Jaipur,270,240,289,27,35,4.11,99,Poor
1773,08-11-2024,Hyderabad,246,210,321,58,37,1.53,20,Poor
1774,09-11-2024,Hyderabad,308,276,379,48,80,0.73,126,Very Poor
1775,10-11-2024,Kolkata,175,187,167,19,3,2.35,47,Moderate
1776,11-11-2024,Kolkata,203,86,287,42,73,3.06,87,Poor
1777,12-11-2024,Kanpur,193,157,53,107,39,0.27,20,Moderate
1778,13-11-2024,Bhopal,185,154,323,20,8,2.3,11,Moderate
1779,14-11-2024,Jaipur,269,190,358,111,2,0.41,45,Poor
1780,15-11-2024,Patna,241,155,277,90,73,0.87,32,Poor
1781,16-11-2024,Patna,194,83,395,30,57,2.72,30,Moderate
1782,17-11-2024,Bhopal,181,122,36,65,47,1.27,173,Moderate
1783,18-11-2024,Hyderabad,315,226,224,120,14,4.04,87,Very Poor
1784,19-11-2024,Hyderabad,234,169,108,77,57,3.12,92,Poor
1785,20-11-2024,Chennai,240,81,369,103,27,1.28,116,Poor
1786,21-11-2024,Kolkata,178,112,174,44,12,1.48,170,Moderate
1787,22-11-2024,Kolkata,261,289,113,53,57,0.61,144,Poor
1788,23-11-2024,Kolkata,274,170,277,92,47,2.21,119,Poor
1789,24-11-2024,Bhopal,255,225,230,64,5,4.12,16,Poor
1790,25-11-2024,Chennai,191,55,91,83,40,3.58,158,Moderate
1791,26-11-2024,Delhi,263,201,85,84,71,4.07,85,Poor
1792,27-11-2024,Kolkata,218,211,84,56,2,2.19,142,Poor
1793,28-11-2024,Mumbai,124,37,63,12,36,3.77,176,Moderate
1794,29-11-2024,Delhi,225,180,324,17,39,2.63,94,Poor
1795,30-11-2024,Kanpur,237,72,399,79,67,3.38,23,Poor
1796,01-12-2024,Lucknow,278,274,93,76,65,0.79,173,Poor
1797,02-12-2024,Kanpur,256,164,341,44,2,3.66,169,Poor
1798,03-12-2024,Chennai,91,68,54,5,21,2.8,40,Satisfactory
1799,04-12-2024,Kolkata,138,59,146,31,15,2.24,139,Moderate
1800,05-12-2024,Kanpur,173,210,48,20,40,1.94,57,Moderate
1801,06-12-2024,Hyderabad,354,289,153,110,80,3.13,178,Very Poor
1802,07-12-2024,Kanpur,149,73,241,23,4,0.99,178,Moderate
1803,08-12-2024,Patna,242,97,281,99,71,1.06,132,Poor
1804,09-12-2024,Patna,247,158,361,17,77,2.32,180,Poor
1805,10-12-2024,Lucknow,273,210,217,94,15,2.2,118,Poor
1806,11-12-2024,Hyderabad,129,24,165,63,17,2.63,12,Moderate
1807,12-12-2024,Lucknow,200,165,37,87,58,0.38,100,Moderate
1808,13-12-2024,Jaipur,276,249,390,63,37,0.24,50,Poor
1809,14-12-2024,Bhopal,296,266,277,31,46,4.08,144,Poor
1810,15-12-2024,Jaipur,222,272,52,27,21,1.71,154,Poor
1811,16-12-2024,Patna,346,245,386,114,19,1.4,178,Very Poor
1812,17-12-2024,Hyderabad,269,211,54,112,63,1.82,130,Poor
1813,18-12-2024,Patna,273,102,314,95,66,3.53,144,Poor
1814,19-12-2024,Hyderabad,236,76,377,46,77,4.31,99,Poor
1815,20-12-2024,Kanpur,176,216,54,10,5,3.86,50,Moderate
1816,21-12-2024,Jaipur,203,59,360,18,65,4.22,131,Poor
1817,22-12-2024,Bhopal,254,128,395,106,32,0.65,54,Poor
1818,23-12-2024,Mumbai,173,225,52,12,80,1.28,19,Moderate
1819,24-12-2024,Mumbai,287,236,211,82,5,4.17,92,Poor
1820,25-12-2024,Patna,240,240,213,22,75,2.59,60,Poor
1821,26-12-2024,Bhopal,285,261,244,91,38,1.17,51,Poor
1822,27-12-2024,Kanpur,209,280,118,16,76,0.3,34,Poor
1823,28-12-2024,Hyderabad,167,27,91,119,2,1.75,114,Moderate
1824,29-12-2024,Chennai,267,289,56,48,25,3.13,174,Poor
1825,30-12-2024,Chennai,305,264,117,111,28,2.65,131,Very Poor
1826,01-01-2024,Kolkata,268,190,202,84,73,3.87,27,Poor
1827,02-01-2024,Chennai,262,228,340,53,11,2.65,42,Poor
1828,03-01-2024,Chennai,175,162,71,20,65,1.19,163,Moderate
1829,04-01-2024,Bhopal,190,179,31,33,39,4.17,74,Moderate
1830,05-01-2024,Chennai,256,193,54,116,22,4.36,29,Poor
1831,06-01-2024,Delhi,258,133,285,83,66,1.54,168,Poor
1832,07-01-2024,Delhi,362,289,377,119,16,2.71,77,Very Poor
1833,08-01-2024,Lucknow,124,26,193,58,35,1.06,25,Moderate
1834,09-01-2024,Delhi,294,114,300,109,44,4.17,179,Poor
1835,10-01-2024,Jaipur,197,130,272,14,74,4.09,19,Moderate
1836,11-01-2024,Kolkata,230,46,233,81,80,4.2,151,Poor
1837,12-01-2024,Chennai,183,76,158,97,7,0.65,137,Moderate
1838,13-01-2024,Delhi,225,125,352,49,57,2.25,68,Poor
1839,14-01-2024,Delhi,163,38,33,104,27,2.5,107,Moderate
1840,15-01-2024,Bhopal,266,292,266,11,51,3.49,42,Poor
1841,16-01-2024,Jaipur,250,228,301,22,16,2.08,167,Poor
1842,17-01-2024,Kanpur,229,190,119,48,57,4.15,70,Poor
1843,18-01-2024,Hyderabad,156,57,321,6,31,1.98,147,Moderate
1844,19-01-2024,Delhi,167,33,27,116,33,3.69,29,Moderate
1845,20-01-2024,Hyderabad,143,74,244,28,38,0.39,99,Moderate
1846,21-01-2024,Mumbai,196,135,169,21,79,1.91,178,Moderate
1847,22-01-2024,Kanpur,118,49,59,37,71,1.09,101,Moderate
1848,23-01-2024,Kanpur,296,237,385,43,48,3.55,84,Poor
1849,24-01-2024,Jaipur,256,279,156,45,71,2.36,23,Poor
1850,25-01-2024,Lucknow,298,220,381,84,64,1.4,62,Poor
1851,26-01-2024,Lucknow,254,276,138,44,72,1.11,105,Poor
1852,27-01-2024,Mumbai,189,28,140,94,58,2.99,126,Moderate
1853,28-01-2024,Bhopal,202,20,275,112,6,1.36,160,Poor
1854,29-01-2024,Kolkata,175,163,63,12,37,3.87,108,Moderate
1855,30-01-2024,Bhopal,129,19,215,54,58,0.39,62,Moderate
1856,31-01-2024,Delhi,214,104,357,60,70,0.42,88,Poor
1857,01-02-2024,Patna,266,287,198,8,79,3.44,96,Poor
1858,02-02-2024,Mumbai,166,120,34,48,57,3.92,24,Moderate
1859,03-02-2024,Kolkata,347,293,218,97,38,3.89,146,Very Poor
1860,04-02-2024,Lucknow,326,227,313,97,74,3.51,76,Very Poor
1861,05-02-2024,Patna,254,205,259,100,32,0.77,13,Poor
1862,06-02-2024,Bhopal,183,150,63,36,71,1.47,156,Moderate
1863,07-02-2024,Hyderabad,156,29,335,40,48,1.36,74,Moderate
1864,08-02-2024,Lucknow,127,16,83,44,74,3.04,77,Moderate
1865,09-02-2024,Jaipur,198,237,256,7,58,0.24,19,Moderate
1866,10-02-2024,Hyderabad,325,255,346,113,73,1.14,24,Very Poor
1867,11-02-2024,Kolkata,207,50,161,119,80,2.57,26,Poor
1868,12-02-2024,Lucknow,215,102,152,103,37,1.32,136,Poor
1869,13-02-2024,Delhi,233,126,342,27,20,3.95,177,Poor
1870,14-02-2024,Kolkata,190,129,78,88,6,0.99,139,Moderate
1871,15-02-2024,Patna,183,172,41,75,31,0.46,76,Moderate
1872,16-02-2024,Hyderabad,216,18,367,113,47,2.52,21,Poor
1873,17-02-2024,Chennai,153,130,199,18,11,2.38,38,Moderate
1874,18-02-2024,Mumbai,140,49,141,31,43,2.65,116,Moderate
1875,19-02-2024,Jaipur,203,228,164,23,5,1.6,102,Poor
1876,20-02-2024,Hyderabad,299,218,353,52,62,4.25,85,Poor
1877,21-02-2024,Hyderabad,100,25,102,52,7,1.45,48,Satisfactory
1878,22-02-2024,Chennai,165,23,74,82,29,3.67,140,Moderate
1879,23-02-2024,Bhopal,197,186,130,53,76,0.34,48,Moderate
1880,24-02-2024,Chennai,140,50,59,33,74,2.37,157,Moderate
1881,25-02-2024,Delhi,321,224,295,98,17,3.84,145,Very Poor
1882,26-02-2024,Kanpur,311,251,357,72,68,2.1,78,Very Poor
1883,27-02-2024,Kanpur,213,160,144,47,33,3.64,102,Poor
1884,28-02-2024,Bhopal,298,243,181,100,16,3.18,123,Poor
1885,29-02-2024,Kolkata,215,195,60,50,73,2.37,102,Poor
1886,01-03-2024,Chennai,234,127,249,105,55,1.19,42,Poor
1887,02-03-2024,Patna,272,135,228,91,76,3.06,165,Poor
1888,03-03-2024,Chennai,186,156,194,45,17,0.55,117,Moderate
1889,04-03-2024,Delhi,233,85,314,68,27,4.07,126,Poor
1890,05-03-2024,Mumbai,181,95,81,58,35,3.49,130,Moderate
1891,06-03-2024,Mumbai,163,74,37,111,57,0.3,52,Moderate
1892,07-03-2024,Jaipur,272,77,283,115,69,4.15,118,Poor
1893,08-03-2024,Mumbai,209,75,225,94,73,1.24,85,Poor
1894,09-03-2024,Mumbai,249,182,192,80,79,2.85,21,Poor
1895,10-03-2024,Patna,266,191,249,57,59,3.38,121,Poor
1896,11-03-2024,Chennai,292,254,378,22,25,3.31,160,Poor
1897,12-03-2024,Kolkata,189,52,97,119,2,2.75,104,Moderate
1898,13-03-2024,Patna,250,204,184,61,24,2.39,160,Poor
1899,14-03-2024,Chennai,158,59,138,43,65,1.67,154,Moderate
1900,15-03-2024,Jaipur,310,278,316,70,56,1.43,108,Very Poor
1901,16-03-2024,Hyderabad,122,101,93,10,28,2.05,81,Moderate
1902,17-03-2024,Patna,175,170,70,49,38,0.91,83,Moderate
1903,18-03-2024,Hyderabad,241,259,244,33,23,1.44,76,Poor
1904,19-03-2024,Chennai,163,64,138,90,37,0.81,62,Moderate
1905,20-03-2024,Chennai,256,270,106,8,78,4.08,148,Poor
1906,21-03-2024,Hyderabad,148,109,23,67,5,1.79,82,Moderate
1907,22-03-2024,Patna,294,228,394,61,68,0.74,126,Poor
1908,23-03-2024,Kolkata,236,66,386,95,17,2.11,120,Poor
1909,24-03-2024,Jaipur,235,144,64,115,19,4.47,39,Poor
1910,25-03-2024,Jaipur,177,50,133,98,11,1.61,139,Moderate
1911,26-03-2024,Jaipur,250,151,252,85,67,3.09,28,Poor
1912,27-03-2024,Delhi,142,29,241,17,68,1.57,152,Moderate
1913,28-03-2024,Kanpur,108,14,145,22,77,1.82,66,Moderate
1914,29-03-2024,Patna,227,145,260,24,64,3.7,137,Poor
1915,30-03-2024,Delhi,191,77,121,86,13,4.29,64,Moderate
1916,31-03-2024,Delhi,241,232,54,67,73,2.83,55,Poor
1917,01-04-2024,Kanpur,291,224,372,38,80,1.84,159,Poor
1918,02-04-2024,Patna,266,188,267,72,25,3.97,69,Poor
1919,03-04-2024,Kolkata,340,258,270,106,52,2.77,149,Very Poor
1920,04-04-2024,Bhopal,185,161,69,33,16,4.34,83,Moderate
1921,05-04-2024,Jaipur,234,238,186,36,56,0.7,128,Poor
1922,06-04-2024,Kolkata,223,68,197,94,52,3.23,133,Poor
1923,07-04-2024,Kanpur,256,220,371,35,5,1.45,139,Poor
1924,08-04-2024,Bhopal,224,219,51,76,43,1.32,91,Poor
1925,09-04-2024,Patna,235,210,246,59,53,1.32,23,Poor
1926,10-04-2024,Patna,280,258,392,33,45,2.94,21,Poor
1927,11-04-2024,Kanpur,283,239,229,33,75,3.97,147,Poor
1928,12-04-2024,Delhi,216,66,334,83,44,0.76,148,Poor
1929,13-04-2024,Mumbai,150,20,214,16,44,4.12,151,Moderate
1930,14-04-2024,Chennai,148,35,285,31,48,2.5,50,Moderate
1931,15-04-2024,Jaipur,279,212,387,34,39,3.65,105,Poor
1932,16-04-2024,Delhi,252,221,130,75,33,4.24,19,Poor
1933,17-04-2024,Lucknow,264,279,72,69,52,3.6,20,Poor
1934,18-04-2024,Delhi,171,154,174,8,31,2.92,73,Moderate
1935,19-04-2024,Patna,232,149,83,109,50,3.02,43,Poor
1936,20-04-2024,Delhi,125,53,59,14,66,3.31,116,Moderate
1937,21-04-2024,Mumbai,236,17,400,111,71,2.8,48,Poor
1938,22-04-2024,Bhopal,298,210,119,111,79,3.9,92,Poor
1939,23-04-2024,Mumbai,259,272,400,7,40,1.38,61,Poor
1940,24-04-2024,Mumbai,266,145,355,78,62,1.82,119,Poor
1941,25-04-2024,Chennai,231,123,228,76,37,2.28,146,Poor
1942,26-04-2024,Chennai,189,135,215,7,65,3.33,105,Moderate
1943,27-04-2024,Kanpur,197,65,251,33,75,4.39,111,Moderate
1944,28-04-2024,Jaipur,260,238,209,66,74,0.67,89,Poor
1945,29-04-2024,Kolkata,164,83,342,15,14,2.61,63,Moderate
1946,30-04-2024,Chennai,169,137,62,23,53,2.85,131,Moderate
1947,01-05-2024,Jaipur,237,300,139,12,65,1.28,89,Poor
1948,02-05-2024,Patna,140,87,38,46,74,2.77,11,Moderate
1949,03-05-2024,Kanpur,267,117,307,106,64,2.55,90,Poor
